"filename", "language", "YAML", "Dart", "Markdown", "Swift", "C++", "JSON", "XML", "Groovy", "Properties", "Kotlin", "comment", "blank", "total"
"c:\Users\ICOREBIZ\Documents\Dev_Personal\Semestre 2025-1\Ingeniera de software\ProyectoGrupal\trabajoAPP\final\App-Map-Tracking\README.md", "Markdown", 0, 0, 482, 0, 0, 0, 0, 0, 0, 0, 0, 110, 592
"c:\Users\ICOREBIZ\Documents\Dev_Personal\Semestre 2025-1\Ingeniera de software\ProyectoGrupal\trabajoAPP\final\App-Map-Tracking\analysis_options.yaml", "YAML", 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"c:\Users\ICOREBIZ\Documents\Dev_Personal\Semestre 2025-1\Ingeniera de software\ProyectoGrupal\trabajoAPP\final\App-Map-Tracking\android\app\build.gradle", "Groovy", 0, 0, 0, 0, 0, 0, 0, 55, 0, 0, 10, 11, 76
"c:\Users\ICOREBIZ\Documents\Dev_Personal\Semestre 2025-1\Ingeniera de software\ProyectoGrupal\trabajoAPP\final\App-Map-Tracking\android\app\src\debug\AndroidManifest.xml", "XML", 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 4, 1, 8
"c:\Users\ICOREBIZ\Documents\Dev_Personal\Semestre 2025-1\Ingeniera de software\ProyectoGrupal\trabajoAPP\final\App-Map-Tracking\android\app\src\main\AndroidManifest.xml", "XML", 0, 0, 0, 0, 0, 0, 55, 0, 0, 0, 12, 5, 72
"c:\Users\ICOREBIZ\Documents\Dev_Personal\Semestre 2025-1\Ingeniera de software\ProyectoGrupal\trabajoAPP\final\App-Map-Tracking\android\app\src\main\assets\sprites\sprite.json", "JSON", 0, 0, 0, 0, 0, 611, 0, 0, 0, 0, 0, 0, 611
"c:\Users\ICOREBIZ\Documents\Dev_Personal\Semestre 2025-1\Ingeniera de software\ProyectoGrupal\trabajoAPP\final\App-Map-Tracking\android\app\src\main\assets\sprites\sprite@2x.json", "JSON", 0, 0, 0, 0, 0, 611, 0, 0, 0, 0, 0, 0, 611
"c:\Users\ICOREBIZ\Documents\Dev_Personal\Semestre 2025-1\Ingeniera de software\ProyectoGrupal\trabajoAPP\final\App-Map-Tracking\android\app\src\main\kotlin\com\example\app_map_tracking\MainActivity.kt", "Kotlin", 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 3, 6
"c:\Users\ICOREBIZ\Documents\Dev_Personal\Semestre 2025-1\Ingeniera de software\ProyectoGrupal\trabajoAPP\final\App-Map-Tracking\android\app\src\main\kotlin\com\example\app_map_tracking\MainApplication.kt", "Kotlin", 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 1, 3, 12
"c:\Users\ICOREBIZ\Documents\Dev_Personal\Semestre 2025-1\Ingeniera de software\ProyectoGrupal\trabajoAPP\final\App-Map-Tracking\android\app\src\main\res\drawable-v21\launch_background.xml", "XML", 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 7, 2, 13
"c:\Users\ICOREBIZ\Documents\Dev_Personal\Semestre 2025-1\Ingeniera de software\ProyectoGrupal\trabajoAPP\final\App-Map-Tracking\android\app\src\main\res\drawable\launch_background.xml", "XML", 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 7, 2, 13
"c:\Users\ICOREBIZ\Documents\Dev_Personal\Semestre 2025-1\Ingeniera de software\ProyectoGrupal\trabajoAPP\final\App-Map-Tracking\android\app\src\main\res\values-night\styles.xml", "XML", 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 9, 1, 19
"c:\Users\ICOREBIZ\Documents\Dev_Personal\Semestre 2025-1\Ingeniera de software\ProyectoGrupal\trabajoAPP\final\App-Map-Tracking\android\app\src\main\res\values\styles.xml", "XML", 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 9, 1, 19
"c:\Users\ICOREBIZ\Documents\Dev_Personal\Semestre 2025-1\Ingeniera de software\ProyectoGrupal\trabajoAPP\final\App-Map-Tracking\android\app\src\profile\AndroidManifest.xml", "XML", 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 4, 1, 8
"c:\Users\ICOREBIZ\Documents\Dev_Personal\Semestre 2025-1\Ingeniera de software\ProyectoGrupal\trabajoAPP\final\App-Map-Tracking\android\build.gradle", "Groovy", 0, 0, 0, 0, 0, 0, 0, 32, 0, 0, 2, 4, 38
"c:\Users\ICOREBIZ\Documents\Dev_Personal\Semestre 2025-1\Ingeniera de software\ProyectoGrupal\trabajoAPP\final\App-Map-Tracking\android\gradle.properties", "Properties", 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 14
"c:\Users\ICOREBIZ\Documents\Dev_Personal\Semestre 2025-1\Ingeniera de software\ProyectoGrupal\trabajoAPP\final\App-Map-Tracking\android\gradle\wrapper\gradle-wrapper.properties", "Properties", 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 1, 6
"c:\Users\ICOREBIZ\Documents\Dev_Personal\Semestre 2025-1\Ingeniera de software\ProyectoGrupal\trabajoAPP\final\App-Map-Tracking\android\settings.gradle", "Groovy", 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 5, 26
"c:\Users\ICOREBIZ\Documents\Dev_Personal\Semestre 2025-1\Ingeniera de software\ProyectoGrupal\trabajoAPP\final\App-Map-Tracking\assets\Map-Backend.postman_collection.json", "JSON", 0, 0, 0, 0, 0, 871, 0, 0, 0, 0, 0, 0, 871
"c:\Users\ICOREBIZ\Documents\Dev_Personal\Semestre 2025-1\Ingeniera de software\ProyectoGrupal\trabajoAPP\final\App-Map-Tracking\assets\maplibre\style.json", "JSON", 0, 0, 0, 0, 0, 3743, 0, 0, 0, 0, 0, 1, 3744
"c:\Users\ICOREBIZ\Documents\Dev_Personal\Semestre 2025-1\Ingeniera de software\ProyectoGrupal\trabajoAPP\final\App-Map-Tracking\ios\Flutter\AppFrameworkInfo.plist", "XML", 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 1, 27
"c:\Users\ICOREBIZ\Documents\Dev_Personal\Semestre 2025-1\Ingeniera de software\ProyectoGrupal\trabajoAPP\final\App-Map-Tracking\ios\Runner.xcodeproj\project.xcworkspace\xcshareddata\IDEWorkspaceChecks.plist", "XML", 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 1, 9
"c:\Users\ICOREBIZ\Documents\Dev_Personal\Semestre 2025-1\Ingeniera de software\ProyectoGrupal\trabajoAPP\final\App-Map-Tracking\ios\Runner.xcworkspace\xcshareddata\IDEWorkspaceChecks.plist", "XML", 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 1, 9
"c:\Users\ICOREBIZ\Documents\Dev_Personal\Semestre 2025-1\Ingeniera de software\ProyectoGrupal\trabajoAPP\final\App-Map-Tracking\ios\RunnerTests\RunnerTests.swift", "Swift", 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 2, 4, 13
"c:\Users\ICOREBIZ\Documents\Dev_Personal\Semestre 2025-1\Ingeniera de software\ProyectoGrupal\trabajoAPP\final\App-Map-Tracking\ios\Runner\AppDelegate.swift", "Swift", 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 2, 14
"c:\Users\ICOREBIZ\Documents\Dev_Personal\Semestre 2025-1\Ingeniera de software\ProyectoGrupal\trabajoAPP\final\App-Map-Tracking\ios\Runner\Assets.xcassets\AppIcon.appiconset\Contents.json", "JSON", 0, 0, 0, 0, 0, 122, 0, 0, 0, 0, 0, 1, 123
"c:\Users\ICOREBIZ\Documents\Dev_Personal\Semestre 2025-1\Ingeniera de software\ProyectoGrupal\trabajoAPP\final\App-Map-Tracking\ios\Runner\Assets.xcassets\LaunchImage.imageset\Contents.json", "JSON", 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 1, 24
